18446744069973614931*~(x|(~y|5148131303079159687)) + 3735936685*(y&~5148131303079159687) + 18446744069973614931*~(x&(~y|5148131303079159687)) + 18446744069973664305,  49374 + 3735936685*x
18446744069973516183*~(x|(y|31779678592960824)) + 18446744069973565557*(~(x&y)&(x^(y^31779678592960824))) + 11207859429*(x&(~y&31779678592960824)) + 7471922744*((y&~31779678592960824)|~(~x|(~y&31779678592960824))) + 3735986059*(y^(~x&(~y|31779678592960824))) + 18446744066237579498*((x&31779678592960824)|(y&~31779678592960824)) + 18446744073709502242*(31779678592960824^~(~x|(y&31779678592960824))),  49374 + 3735936685*x
7471823996*~(x|y) + 18446744066237678246*((x^y)&(x^2614492476022051401)) + 11207760681*(y^~(~x|(~y&2614492476022051401))) + 18446744069973614931*((x&2614492476022051401)^(y|2614492476022051401)) + 7471823996*(x&(y|2614492476022051401)) + 3735936685*(2614492476022051401&(x|~y)) + 18446744066237678246*(2614492476022051401^~(x|(~y&2614492476022051401))),  49374 + 3735936685*x
2635249153387057642*(y^~(~x&(y^3325585534757132450))) + 15811494920322493974*(x&(y^3325585534757132450)) + 7905747460161222300*(3325585534757132450^~(~x&(y|3325585534757132450))) + 10540996613548329316*((x&3325585534757132450)|~(y|3325585534757132450)) + 15811494924058381285*x + 13176245766935386958*3325585534757132450 + 15811494920322444600*(~x|(y|3325585534757132450)),  49374 + 3735936685*x
7471823996*~5635797144350838197 + 7471823996*(~(x&5635797144350838197)&~(5635797144350838197^z)) + 26151458047*(z^(x&5635797144350838197)) + 18446744051294030254*(~5635797144350838197|(x^z)) + 14943746740*((x|~5635797144350838197)&~(5635797144350838197^z)) + 18446744073709502242*(z^~(x&(5635797144350838197&z))) + 18446744069973614931*(z^(x&~5635797144350838197)) + 18446744066237678246*(z|~(x|5635797144350838197)),  49374 + 3735936685*x
18446744066237661788*(2639140438886489746^~(~x&(y|2639140438886489746))) + 18446744069973598473*(x^y) + 18446744069973614931*~(x^(y^2639140438886489746)) + 11207810055*(~y|(x^2639140438886489746)) + 3735920227*(y^(~x|(y^2639140438886489746))) + 18446744069973598473*(~(x^y)|~(x^2639140438886489746)) + 7471856912*(y|(x&~2639140438886489746)) + 18446744069973614931*(2639140438886489746^(x&~y)),  49374 + 3735936685*x
18446744047557896073*(63658220538163251^(x|(y|63658220538163251))) + 3735936685*(y^(x|(~y|63658220538163251))) + 18446744055029818817*(~(x|y)|(y^63658220538163251)) + 26151606169*((x&~y)|(y^63658220538163251)) + 22415669484*(y^~(x|(y^63658220538163251))) + 18446744062501692187*(63658220538163251&~(x^y)) + 18446744066237678246*~(x^63658220538163251) + 18446744073709502242*(63658220538163251^~(x|y)),  49374 + 3735936685*x
6148914697463045431*~(~x|(~4440980893319512429|z)) + 12297829387454266866*(x&~4440980893319512429) + 12297829379982393496*((4440980893319512429&~z)^(~x|(4440980893319512429^z))) + 12297829383718330181*~(x^z) + 3735936685*((x&4440980893319512429)^(x^(~4440980893319512429|z))) + 12297829383718330181*(~(x|~4440980893319512429)|(x^(4440980893319512429^z))) + 12297829379982393496*~(x&(~4440980893319512429&z)),  49374 + 3735936685*x
12297829383718379555*(~(x&~991993846984519861)&(991993846984519861^z)) + 12297829379982393496*(~(x&991993846984519861)&(991993846984519861^z)) + 6148914693727108746*(~(x|991993846984519861)|(991993846984519861^z)) + 12297829376246456811*(z^~(~x&(991993846984519861&z))) + 12297829379982393496*(991993846984519861&~(x^z)) + 6148914693727108746*(z^~(~x|(991993846984519861&z))) + 7471873370*~(~x&(~991993846984519861&z)) + 18446744069973614931*(z|~(x^991993846984519861)),  49374 + 3735936685*x
18446744058765854250*~(x|(~y&525965900376527215)) + 7471823996*~(x&525965900376527215) + 3735936685*~(~x|(y^525965900376527215)) + 18446744062501790935*(x^(~y&525965900376527215)) + 18446744069973614931*((y&~525965900376527215)^(x|(y^525965900376527215))) + 7471823996*(y^(~x|(~y&525965900376527215))) + 7471823996*(y^(x&~525965900376527215)),  49374 + 3735936685*x
18446744066237776994*(~z&(x^3872782876220926654)) + 14943549244*~(~x|(~3872782876220926654|z)) + 3735887311*~3872782876220926654 + 11207711307*((x^3872782876220926654)&(x^z)) + 18446744062501790935*(~(x&~3872782876220926654)&~(x^(3872782876220926654^z))) + 7471725248*(z^(~x|(~3872782876220926654&z))) + 98748*(3872782876220926654^~(x|(~3872782876220926654&z))) + 18446744069973614931*((x|~3872782876220926654)&(x^(3872782876220926654^z))),  49374 + 3735936685*x
11207908803*(8381107909252355655^(x|(~y|8381107909252355655))) + 18446744069973565557*(8381107909252355655^~(x&~y)) + 14943894862*(8381107909252355655&(x^y)) + 11207908803*(8381107909252355655&~(x^y)) + 7471922744*(8381107909252355655^~(x&(y|8381107909252355655))) + 18446744069973565557*~(~x&(~y&8381107909252355655)) + 18446744062501642813*~(y&~8381107909252355655) + 18446744073709502242*(x|8381107909252355655),  49374 + 3735936685*x
18446744069973565557*~(y|7946912733204719233) + 6148914701199064406*~(~x|(~y|7946912733204719233)) + 6148914682519282233*(y&~7946912733204719233) + 3735936685*(y^(x|(~y|7946912733204719233))) + 12297829379982409954*(y^(x|(y^7946912733204719233))) + 12297829383718346639*((x|~y)&(x^(y^7946912733204719233))) + 12297829387454283324*(x|y) + 12297829379982360580*(7946912733204719233|(x&y)),  49374 + 3735936685*x
7378697631725353033*(7641133913668708792^(~x|(7641133913668708792&z))) + 11068046438248261898*(~(x&~7641133913668708792)&~(x^(7641133913668708792^z))) + 14757395259714818755*((x&z)^(7641133913668708792|z)) + 14757395255978882070*((x&7641133913668708792)^(7641133913668708792|z)) + 3689348810258796176*(z^~(x&7641133913668708792)) + 11068046445720085894*~(7641133913668708792^z) + 3689348821466556857*~(~x&(~7641133913668708792&z)),  49374 + 3735936685*x
12297829383718330181*(2265187063552069342^~(x&~y)) + 12297829379982393496*(~(x&y)&(y^2265187063552069342)) + 12297829379982442870*((x&~y)|(y^2265187063552069342)) + 6148914686255284750*(y^~(~x&(y&2265187063552069342))) + 12297829376246506185*(2265187063552069342^~(x&y)) + 18446744066237727620*~(x^(y&2265187063552069342)) + 12297829394926090862*(~y|~(x^2265187063552069342)) + 12297829387454217492*~(x&(~y&2265187063552069342)),  49374 + 3735936685*x
3735936685*x + 49374,  49374 + 3735936685*x
3735887311*((y&4889390124191237751)^~(~x&(y^4889390124191237751))) + 18446744073709502242*(4889390124191237751^~(~x&(y&4889390124191237751))) + 18446744073709502242*(y^~(x&(y|4889390124191237751))) + 3735936685*(x&(~y|4889390124191237751)) + 3735837937*(y&~(x&~4889390124191237751)) + 98748*(y^~(x|(y&4889390124191237751))) + 18446744069973713679*((x^y)|~(x^4889390124191237751)) + 18446744073709452868*(4889390124191237751|~(x|y)),  49374 + 3735936685*x
18446744066237678246*~(x|6082972669558030370) + 7471823996*(~(x&y)&(x^(y^6082972669558030370))) + 3735887311*~(x|(y^6082972669558030370)) + 3735936685*((x&6082972669558030370)|~(y|6082972669558030370)) + 3735887311*(x|(~y&6082972669558030370)) + 7471823996*(6082972669558030370&(x|y)) + 18446744062501790935*(6082972669558030370|(x&~y)),  49374 + 3735936685*x
18446744069973664305*(1323345687445982425^(x|(~y|1323345687445982425))) + 18446744073709502242*(y^~(x&(~y&1323345687445982425))) + 7471823996*(y^(x&1323345687445982425)) + 7471823996*((x&y)|~(y|1323345687445982425)) + 3735936685*(1323345687445982425^(~x&(~y|1323345687445982425))) + 18446744066237678246*(y|~(x^1323345687445982425)),  49374 + 3735936685*x
18446744066237727620*~(x|(~1781094758398651117&z)) + 7471823996*(~z|(x^1781094758398651117)) + 18446744069973614931*(~1781094758398651117|(x^z)) + 49374*(1781094758398651117^(~x&(1781094758398651117|z))) + 18446744073709502242*(1781094758398651117^~(x|~z)) + 3735887311*((x&1781094758398651117)^(x^(~1781094758398651117|z))),  49374 + 3735936685*x
12297829383718363097*~(x|(y^8543084072013866622)) + 12297829379982377038*~(x|(~y&8543084072013866622)) + 6148914693727125204*(y^(x&(y|8543084072013866622))) + 6148914689991188519*((y&~8543084072013866622)^(~x|(y^8543084072013866622))) + 12297829383718313723*(x^(~y&8543084072013866622)) + 6148914693727125204*~(~x&(y|8543084072013866622)),  49374 + 3735936685*x
18446744062501741561*(~x&(y^2737090802705110243)) + 18446744069973614931*(2737090802705110243^~(x&~y)) + 18446744047557945447*(2737090802705110243^~(~x&(y&2737090802705110243))) + 18679683425*(y^(x&2737090802705110243)) + 7471873370*(~y|(x^2737090802705110243)) + 14943746740*(~(x|y)|(x^(y^2737090802705110243))) + 7471873370*(~2737090802705110243|~(x^y)) + 18446744055029818817*(2737090802705110243&(x|~y)),  49374 + 3735936685*x
6148914689991221435*(~z&~(x^6766967670010343580)) + 6148914693727108746*((x&6766967670010343580)^~(x^(~6766967670010343580|z))) + 12297829379982393496*~x + 12297829383718330181*((x&z)|~(6766967670010343580|z)) + 6148914693727108746*(6766967670010343580^~(x|(6766967670010343580&z))),  49374 + 3735936685*x
11068046445720085894*((1450099359533043853&z)^~(~x&(1450099359533043853^z))) + 11068046441984099835*((x&z)^(1450099359533043853|z)) + 14757395255978832696*((x|~1450099359533043853)&~(1450099359533043853^z)) + 7378697631725402407*(~z|~(x^1450099359533043853)) + 7378697631725353033*(x&z) + 3689348813994732861*(1450099359533043853^~(x|z)) + 3689348817730669546*((x&z)^(x^(1450099359533043853&z))),  49374 + 3735936685*x
15112170418471235975*((x&2511341968003954983)^~(x^(y&2511341968003954983))) + 7112616260790084119*(~(x|y)|(y^2511341968003954983)) + 10890658862605965286*(2511341968003954983&~(x^y)) + 7556085214839523015*(x^(~y&2511341968003954983)) + 7556085211103586330*(y&(x|2511341968003954983)) + 14668701468157733764*(2511341968003954983^~(~x|(y&2511341968003954983))) + 18446744069973614931*~(x&(~y&2511341968003954983)) + 14668701471893670449*((x^y)|~(x^2511341968003954983)),  49374 + 3735936685*x
3735887311*~(x|(~y|3364999979909580099)) + 18446744062501790935*(y^~(x&(~y&3364999979909580099))) + 7471823996*(y^~(x&(y^3364999979909580099))) + 18446744066237678246*(~(x|y)|~(x^(y^3364999979909580099))) + 3735936685*(~y|(x^3364999979909580099)) + 18446744069973614931*(y^(x&~3364999979909580099)) + 7471823996*~(y&~3364999979909580099),  49374 + 3735936685*x
18446744066237727620*((x&y)^~(x^(y&6085579419263012644))) + 3735887311*(6085579419263012644^~(x&~y)) + 3735936685*(y^~(x|(y^6085579419263012644))) + 18446744066237727620*((x&6085579419263012644)^~(x^(~y&6085579419263012644))) + 3735887311*~(x&(y^6085579419263012644)) + 3735887311*~(x&~y),  49374 + 3735936685*x
1720348353270847324*((x&y)^~(x^(~y|522596675962896884))) + 16726395720438654918*((x&522596675962896884)^~(y&~522596675962896884)) + 3440696706541744022*(x&y) + 13285699013896910896*(y&(x|~522596675962896884)) + 15006047374639680964*((y&~522596675962896884)|~(~x|(~y&522596675962896884))) + 3440696702805807337*(~522596675962896884|~(x^y)) + 3440696702805807337*(y&~(x&~522596675962896884)) + 16726395724174591603*(522596675962896884|~(x|y)),  49374 + 3735936685*x
3735887311*~(x|1788694832252363314) + 7471823996*(x&~y) + 3735887311*((x&1788694832252363314)^(y|1788694832252363314)) + 3735936685*(y^(x&(y|1788694832252363314))) + 18446744062501790935*(y^~(~x&(y|1788694832252363314))) + 7471823996*((x&~y)|~(y^1788694832252363314)) + 18446744069973614931*1788694832252363314,  49374 + 3735936685*x
7471823996*(~(x&y)&(x^(y^6680606245937857360))) + 18446744069973614931*(~(x&y)&(y^6680606245937857360)) + 7471823996*(x&6680606245937857360) + 18446744069973664305*~(x^(~y|6680606245937857360)) + 18446744069973614931*~(x&(y^6680606245937857360)) + 3735887311*~(~x&(~y&6680606245937857360)),  49374 + 3735936685*x
3735936685*((x&y)^~(x^(~y|3473122987391567503))) + 18446744066237727620*(y&(x^3473122987391567503)) + 18446744069973664305*(y&~(x^3473122987391567503)) + 7471873370*(y&(x|3473122987391567503)) + 18446744073709502242*(y|~3473122987391567503) + 18446744073709502242*(y|3473122987391567503),  49374 + 3735936685*x
18364914487703452922*(~y&(x^2791985431963947558)) + 3735887311*(y&(x^2791985431963947558)) + 18405829276970614958*(y^(x|(y^2791985431963947558))) + 18405829284442438954*(x&2791985431963947558) + 18364914483967565611*((x&2791985431963947558)^~(x^(~y&2791985431963947558))) + 18446744069973614931*(2791985431963947558&~(x&~y)) + 40914796738986032*(2791985431963947558^(x&~y)) + 81829589741936631*(~x|(~y|2791985431963947558)),  49374 + 3735936685*x
7767050134725722208*(y^(~x|(y&1444025263810046240))) + 13592337739505950549*(1444025263810046240^~(x&(~y&1444025263810046240))) + 12621456472665259960*((x&1444025263810046240)^(x^(~y&1444025263810046240))) + 11650575202088583312*(y^(x&(y|1444025263810046240))) + 970881266840690589*((x&y)|(x^(y^1444025263810046240))) + 10679693938983829408*((x&1444025263810046240)|(y&~1444025263810046240)) + 9708812672143089445*(x|(y&1444025263810046240)) + 15534100273187381101*(1444025263810046240|~(x|y)),  49374 + 3735936685*x
18446744066237727620*(z^(~x|(~3394052206019255942|z))) + 3735887311*(~z&~(x^3394052206019255942)) + 18446744069973614931*~(3394052206019255942|~z) + 18446744069973614931*~(x|(~3394052206019255942&z)) + 18446744066237727620*(3394052206019255942&z) + 3735887311*(~(x|~3394052206019255942)|(x^(3394052206019255942^z))) + 7471823996*((x^3394052206019255942)|~(x^z)),  49374 + 3735936685*x
49374*((x^8665776065473448513)&~(x^z)) + 18446744073709502242*((x&8665776065473448513)^(8665776065473448513|z)) + 3735887311*(x|~z) + 3735936685*z + 18446744069973614931*~(x&~z),  49374 + 3735936685*x
18446744069973614931*(~7854719721852500050&~(x^z)) + 3735953143*~(~x|(7854719721852500050&z)) + 3735903769*(7854719721852500050^~(~x&(~7854719721852500050|z))) + 18446744069973614931*((x^7854719721852500050)|(x^z)) + 16458*(z&~(x^7854719721852500050)) + 3735887311*(~(x^7854719721852500050)|~(x^z)) + 18446744073709518700*(z^~(~x|(7854719721852500050&z))) + 16458*(z|(x&7854719721852500050)),  49374 + 3735936685*x
7378697624253479663*(~x&(~2528273962476827464&z)) + 3689348813994683487*~(x^(~2528273962476827464&z)) + 3689348813994732861*(z^(~x|(~2528273962476827464&z))) + 11068046445720085894*(x&2528273962476827464) + 7378697631725353033*((2528273962476827464&~z)|~(~x|(~2528273962476827464&z))) + 18446744069973614931*~(2528273962476827464^z) + 3689348813994732861*(2528273962476827464^(x&(2528273962476827464^z))) + 11068046449456022579*~(2528273962476827464&~z),  49374 + 3735936685*x
3735903769*((x|~7721763851449368697)&~(x^(7721763851449368697^z))) + 18446744073709535158*(7721763851449368697^(x|z)) + 18446744069973614931*~(x&(~7721763851449368697|z)) + 16458*(7721763851449368697^(x&(~7721763851449368697|z))) + 18446744073709535158*(~(x|7721763851449368697)|~(x^(7721763851449368697^z))) + 18446744073709518700*(7721763851449368697^(x&~z)) + 3735920227*(7721763851449368697|(x^z)),  49374 + 3735936685*x
18446744069973713679*~(x|y) + 3735986059*(y^~(~x&(~y&615444142711792771))) + 18446744069973614931*((x&y)^(y|~615444142711792771)) + 49374*(615444142711792771^(x&(~y|615444142711792771))) + 18446744073709502242*(~x|(y^615444142711792771)) + 3735936685*~(x&(~y&615444142711792771)) + 98748*(615444142711792771&(x|y)) + 18446744073709403494*~(y&~615444142711792771),  49374 + 3735936685*x
12297829383718330181*(z^(x|(7810172069194051604&z))) + 12297829383718330181*(x&(7810172069194051604^z)) + 3735936685*((7810172069194051604&~z)^(x|(7810172069194051604^z))) + 12297829383718330181*~(x&~7810172069194051604) + 12297829387454266866*((x^7810172069194051604)|~(x^z)) + 12297829376246456811*(~x|(~7810172069194051604|z)),  49374 + 3735936685*x
9223372036854800495*(5192285377187859867^~(x&~y)) + 9223372036854751121*(~(x&y)&~(y^5192285377187859867)) + 9223372036854751121*(x^(y|5192285377187859867)) + 9223372036854751121*(x^(~y|5192285377187859867)) + 9223372040590687806*x + 18446744073709502242*(5192285377187859867^~(x&(~y|5192285377187859867))) + 9223372036854800495*((x&y)|~(y^5192285377187859867)),  49374 + 3735936685*x
18446744069973614931*~(x|(y|6049607220821913127)) + 3735936685*~(~x|(~y|6049607220821913127)) + 18446744073709502242*((x&6049607220821913127)^(y|6049607220821913127)) + 3735887311*((x&6049607220821913127)|~(y|6049607220821913127)),  49374 + 3735936685*x
18446744066237727620*~(x|2731688672849133881) + 3735887311*((y&2731688672849133881)^~(~x&(y^2731688672849133881))) + 3735887311*(~(x&~y)&(x^(y^2731688672849133881))) + 49374*(x&2731688672849133881) + 3735887311*(2731688672849133881^~(x|(y&2731688672849133881))) + 18446744069973614931*2731688672849133881,  49374 + 3735936685*x
7471725248*~(~x|(~6956960929541388366|z)) + 18446744069973664305*((x&6956960929541388366)^~(x^(6956960929541388366&z))) + 3735837937*(6956960929541388366^(x|z)) + 3735887311*(~(x^6956960929541388366)&~(x^z)) + 49374*(x|(6956960929541388366^z)) + 18446744073709502242*(~x|(6956960929541388366&z)),  49374 + 3735936685*x
18446744062501741561*(~3612944443498381693&~(x^y)) + 18446744069973614931*(y^~(x&3612944443498381693)) + 3735936685*(y^(~x&(~y|3612944443498381693))) + 3735936685*(y^(~x|(~y&3612944443498381693))) + 3735936685*(3612944443498381693&(x|y)) + 18446744062501741561*(3612944443498381693|~(x|~y)) + 18446744066237727620,  49374 + 3735936685*x
18446744073709502242*~z + 3735936685*~(~x|(~2076822261739305871&z)) + 18446744069973664305*((x&2076822261739305871)|~(2076822261739305871^z)) + 18446744073709502242*(z&~(x&~2076822261739305871)) + 3735887311*~(~x&(2076822261739305871^z)),  49374 + 3735936685*x
18446744069973614931*(~(x^8763587067603436813)&(x^z)) + 7471873370*(x&~8763587067603436813) + 18446744073709502242*((8763587067603436813&~z)|~(x|(~8763587067603436813&z))) + 7471873370*(8763587067603436813^(~x&(8763587067603436813|z))) + 18446744069973565557*((8763587067603436813&~z)^(x|(8763587067603436813^z))),  49374 + 3735936685*x
3735887311*(8776148309697552254^(~x|(y|8776148309697552254))) + 49374*(y^~(x&(y^8776148309697552254))) + 3735936685*(y^(x|(y&8776148309697552254))) + 11207810055*((x|~y)&(y^8776148309697552254)) + 18446744069973565557*(y^(~x|(~y|8776148309697552254))) + 18446744066237678246*(y^8776148309697552254) + 18446744069973614931*~(x|~8776148309697552254) + 3735887311*(8776148309697552254^(x&~y)),  49374 + 3735936685*x
18446744066237678246*~(x|(y^6531804899925582355)) + 3735936685*(6531804899925582355^(x&(y|6531804899925582355))) + 3735936685*((x&6531804899925582355)|~(y|6531804899925582355)) + 18446744069973614931*(y^(~x|(~y&6531804899925582355))) + 3735936685*(~(x&~y)&~(y^6531804899925582355)) + 18446744069973614931*(~(x|~y)|(x^(y^6531804899925582355))) + 18446744069973664305,  49374 + 3735936685*x
14943746740*((x&5031816385196071664)^(x^(~y&5031816385196071664))) + 7471823996*(y^5031816385196071664) + 3735936685*(5031816385196071664&~(x&y)) + 18446744058765804876*(~y|(x^5031816385196071664)) + 18446744066237678246*((x&~y)|(x^(y^5031816385196071664))) + 14943697366*~(y^5031816385196071664) + 18446744069973614931*(5031816385196071664^~(~x|(y&5031816385196071664))),  49374 + 3735936685*x
