9925453257363832303*~(y|~5148131303079159687) + 7471873370*(y^(~x|(y|5148131303079159687))) + 18446744069973614931*~y + 4260645406304891314*(y^5148131303079159687) + 3735936685*(y^(x|(y^5148131303079159687))) + 9925453264835705673*(y^~(x|(y^5148131303079159687))) + 4260645406304891314*~(x^(y&5148131303079159687)) + 4260645402568954629*~(x^(y|5148131303079159687)),  3735936685*~x
13392480145145302752*~(x|(6786962255542610786|z)) + 5054263936036122234*~(x^(~6786962255542610786&z)) + 13392480137673429382*(x^6786962255542610786) + 3735936685*((6786962255542610786&~z)^(~x|(6786962255542610786^z))) + 3735936685*(6786962255542610786^(~x&(6786962255542610786|z))) + 18446744066237678246*(6786962255542610786^(~x|(~6786962255542610786&z))) + 13392480141409366067*((x&6786962255542610786)|(6786962255542610786^z)) + 5054263936036122234*(x|(6786962255542610786^z)),  3735936685*~x
18446744066237678246*(7480667568589881158^~(~x&(~7480667568589881158&z))) + 11207810055*(7480667568589881158^~(~x&(7480667568589881158^z))) + 3735936685*(7480667568589881158^(x|(7480667568589881158^z))) + 7471873370*(7480667568589881158^~(x|(7480667568589881158&z))) + 7471873370,  3735936685*~x
3735936685*((707384745707138616&z)^~(x&(707384745707138616^z))) + 3735936685*(z&(x^707384745707138616)) + 3735936685*(707384745707138616|~(x|z)) + 18446744069973614931*~(~x&(~707384745707138616&z)),  3735936685*~x
18446744058765804876*(~6771685574104953430&(x^z)) + 11207810055*(z^(x|6771685574104953430)) + 18446744069973614931*(6771685574104953430^(~x|(~6771685574104953430|z))) + 18679683425*((x^6771685574104953430)&(x^z)) + 18446744069973614931*((x|~6771685574104953430)&~(6771685574104953430^z)) + 18679683425*(6771685574104953430^(~x|(6771685574104953430^z))) + 18446744066237678246*~(~x&(6771685574104953430^z)) + 18446744066237678246*(z|~(x|~6771685574104953430)),  3735936685*~x
18446744066237678246*(x&~z) + 7471873370*(z^(x|(8821852038774688843&z))) + 18446744069973614931*~8821852038774688843 + 3735936685*(~x|(~8821852038774688843&z)) + 3735936685*~(~x&(8821852038774688843^z)) + 18446744069973614931*(z|(x&8821852038774688843)),  3735936685*~x
18446744069973614931*(8014594728988948529^(x|(y&8014594728988948529))) + 18446744069973614931*((x|y)&(y^8014594728988948529)) + 18446744062501741561*(~(x&y)&~(y^8014594728988948529)) + 18679683425*(8014594728988948529^(x|(~y&8014594728988948529))) + 18446744066237678246*(x^(y|8014594728988948529)) + 18446744062501741561*(x^(y&8014594728988948529)) + 14943746740*~(x&y),  3735936685*~x
3735936685*(~x&(y^1500026832991436030)) + 18446744069973614931*~(x^(~y|1500026832991436030)) + 3735936685*((x^y)|~(x^1500026832991436030)),  3735936685*~x
3735936685*(~x&(~y&4759938356293903796)) + 7471873370*(~(x&y)&~(y^4759938356293903796)) + 18446744069973614931*(4759938356293903796^(x|~y)) + 18446744069973614931*((x&4759938356293903796)|~(y|4759938356293903796)) + 3735936685*(4759938356293903796^~(x&(~y|4759938356293903796))),  3735936685*~x
11207810055*(4498574118981076502^(~x|(y&4498574118981076502))) + 7471873370*~(~x|(y&4498574118981076502)) + 18446744058765804876*((y&4498574118981076502)^~(~x&(y^4498574118981076502))) + 3735936685*(4498574118981076502&~(x&y)) + 7471873370*(~(x^y)|(x^4498574118981076502)) + 18446744066237678246*(4498574118981076502|~(x|~y)),  3735936685*~x
2988749348*((x&z)^~(x^(7344919380806504948&z))) + 747187337*(7344919380806504948^(x&z)) + 747187337*(7344919380806504948^(x&(~7344919380806504948|z))) + 18446744072215176942*((x&z)|(7344919380806504948&~z)) + 18446744072962364279*(x|~z) + 4483124022*((x&z)^~(x^(~7344919380806504948&z))) + 18446744070720802268*(z^~(x|(7344919380806504948&z))) + 747187337*(z|(x&7344919380806504948)),  3735936685*~x
3735936685*(1824488650479421941^(~x|(y&1824488650479421941))) + 18446744066237678246*(y^~(~x&(y^1824488650479421941))) + 18446744069973614931*((y&~1824488650479421941)^(~x|(y^1824488650479421941))) + 7471873370*(~(x|~y)|(y^1824488650479421941)) + 7471873370*~(y&~1824488650479421941) + 18446744062501741561*(1824488650479421941|(x&y)) + 3735936685*(1824488650479421941|~(x^y)),  3735936685*~x
6424685188623497568*(y&~2752637342457181520) + 15234401483133739517*(~(x&y)&(x^(y^2752637342457181520))) + 8809716290774305264*(~(x|~y)|~(x^(y^2752637342457181520))) + 3212342594311748784*(~y|(x^2752637342457181520)) + 12022058881350117363*~(~x|(y^2752637342457181520)) + 3735936685*(~(x&~y)&~(y^2752637342457181520)) + 6424685188623497568*((x^y)|~(x^2752637342457181520)),  3735936685*~x
12297829383718346639*(~(x^7595827378973034862)&(x^z)) + 6148914689991204977*((x&z)^~(x^(7595827378973034862&z))) + 6148914697463078347*~(x|(~7595827378973034862&z)) + 6148914689991204977*(~(x|7595827378973034862)|~(x^(7595827378973034862^z))) + 3735936685*(~7595827378973034862|(x^z)) + 12297829387454283324*(z&~(x^7595827378973034862)) + 18446744069973614931*(~(x^7595827378973034862)|(x^z)) + 6148914689991204977*(7595827378973034862^(x&(7595827378973034862^z))),  3735936685*~x
11207810055*((x&3759677797276130739)^~(x^(3759677797276130739&z))) + 18446744069973614931*~(x^(3759677797276130739^z)) + 18446744051293931506*(~z|~(x^3759677797276130739)) + 7471873370*(3759677797276130739^(~x|(3759677797276130739^z))) + 18446744058765804876*((x&3759677797276130739)|(3759677797276130739^z)) + 22415620110*~(~x&(3759677797276130739&z)) + 18679683425*3759677797276130739 + 18446744062501741561*(3759677797276130739|~(x^z)),  3735936685*~x
3735936685*((x^y)&~(x^2557511302854205464)) + 6148914693727141662*(2557511302854205464^~(x&(~y&2557511302854205464))) + 6148914686255268292*(y^(x|2557511302854205464)) + 6148914689991204977*((y&~2557511302854205464)^(~x|(y^2557511302854205464))) + 18446744058765804876*(x&(y|2557511302854205464)) + 6148914701199015032*((x&y)|~(y|~2557511302854205464)) + 6148914693727141662*(2557511302854205464^~(x|(y&2557511302854205464))) + 6148914693727141662*(x|(y&2557511302854205464)),  3735936685*~x
9996295874450060901*((x|y)&~(x^(y^7551348158962967155))) + 11542143542168757717*(~(x|y)|(x^(y^7551348158962967155))) + 8450448202995427400*(y^~(x&(y|7551348158962967155))) + 8450448202995427400*((x&y)|(x^(y^7551348158962967155))) + 18446744069973614931*x + 16900896405990854800*(~x|(~y|7551348158962967155)) + 9996295870714124216*(x|7551348158962967155),  3735936685*~x
11765763680578649628*~(x|(~6714418718362067903|z)) + 18446744069973614931*((x&z)^~(x^(6714418718362067903&z))) + 18446744069973614931*(z&(x^6714418718362067903)) + 6680980400602775358*(~x|(~6714418718362067903&z)) + 6680980393130901988*(6714418718362067903&(x|~z)) + 11765763680578649628*(~x|(6714418718362067903|z)),  3735936685*~x
7471873370*~(x|(y&8983424823822235021)) + 18446744069973614931*(~(x&y)&(y^8983424823822235021)) + 18446744069973614931*(~(x&y)&~(x^(y^8983424823822235021))) + 7471873370*~(x&y) + 7471873370*((y&8983424823822235021)|(x&(y|8983424823822235021))) + 7471873370,  3735936685*~x
6148914689991204977*(1082189227867945517&(x^z)) + 6148914689991204977*(z&(x^1082189227867945517)) + 3735936685*(~1082189227867945517|(x^z)) + 3735936685*(~(x&~1082189227867945517)&(x^(1082189227867945517^z))) + 12297829376246473269*(x|(1082189227867945517^z)) + 18446744069973614931*((x|1082189227867945517)&~(1082189227867945517^z)) + 6148914693727141662*(~(x|~1082189227867945517)|(x^(1082189227867945517^z))) + 3735936685*(x|1082189227867945517),  3735936685*~x
18446744066237678246*(y&~3276402718705812309) + 11207810055*(~(x&y)&(x^(y^3276402718705812309))) + 18446744062501741561*(y^~(x&(y^3276402718705812309))) + 3735936685*(3276402718705812309^(x&(y|3276402718705812309))) + 18446744058765804876*(x&(~y|3276402718705812309)) + 14943746740*~(~x&(y|3276402718705812309)),  3735936685*~x
18446744066237678246*(x&~y) + 3735936685*(y^(x|5235739522875402554)) + 18446744066237678246*((x|~y)&(x^(y^5235739522875402554))) + 18446744069973614931*(y^(~x|(y^5235739522875402554))) + 7471873370*(y^~(x&(y&5235739522875402554))) + 3735936685*(5235739522875402554^(x&~y)),  3735936685*~x
7471873370*(z^~(~x&(~4235472724317906841&z))) + 3735936685*(~x|(~4235472724317906841&z)) + 3735936685*(~(x^4235472724317906841)&~(x^z)) + 11207810055*(z&~(x^4235472724317906841)) + 18446744066237678246*~(x^(4235472724317906841&z)) + 18446744066237678246*(x|(~4235472724317906841&z)) + 18446744069973614931*~(x&(4235472724317906841^z)) + 3735936685*(4235472724317906841^~(~x|(4235472724317906841&z))),  3735936685*~x
18446744066237678246*~(x|z) + 18446744062501741561*~(4172692024683681363|~z) + 7471873370*~(x&(~4172692024683681363|z)) + 3735936685*(4172692024683681363^(x|~z)) + 7471873370*(z^~(x|~4172692024683681363)) + 18446744069973614931*(4172692024683681363&(x|z)) + 18446744069973614931*(4172692024683681363|(x&~z)),  3735936685*~x
12297829379982409954*(x&(9201993509063811368^z)) + 6148914693727141662*((x&9201993509063811368)^(9201993509063811368|~z)) + 12297829383718346639*(9201993509063811368^(x|(~9201993509063811368&z))) + 18446744069973614931*~(~x|(9201993509063811368^z)) + 12297829379982409954*(z^~(x&9201993509063811368)) + 6148914693727141662*((x&9201993509063811368)|~(9201993509063811368|z)) + 6148914693727141662*(~(x&~9201993509063811368)&(x^(9201993509063811368^z))) + 12297829383718346639*(z^(~x&(~9201993509063811368|z))),  3735936685*~x
12297829387454283324*(y^~(x&(y^185656125270219967))) + 6148914697463078347*((x|y)&(y^185656125270219967)) + 18446744066237678246*((x&y)^~(x^(~y|185656125270219967))) + 12297829387454283324*~(x^(~y&185656125270219967)) + 18446744069973614931*(~(x|y)|~(x^(y^185656125270219967))) + 12297829379982409954*~(x^185656125270219967) + 6148914693727141662*(185656125270219967|(x^y)),  3735936685*~x
3735936685*(6792934959530454903^~(x&(6792934959530454903^z))) + 18446744066237678246*((x&6792934959530454903)^~(x^(6792934959530454903&z))) + 3735936685*(6792934959530454903^(x|(6792934959530454903&z))) + 18446744062501741561*~(~x|(6792934959530454903&z)) + 3735936685*~(6792934959530454903&z) + 7471873370*(~(x&~6792934959530454903)&~(x^(6792934959530454903^z))) + 3735936685*(x|(6792934959530454903^z)) + 18446744069973614931*~(6792934959530454903^z),  3735936685*~x
3735936685*(x&~y) + 3735936685*((y&~3810121812319950954)^(~x|(y^3810121812319950954))) + 3735936685*((x&y)|~(y|3810121812319950954)) + 18446744069973614931*((x&y)|~(y|~3810121812319950954)) + 3735936685*(~x|(y&3810121812319950954)) + 11207810055*(3810121812319950954&(x|y)) + 18446744066237678246*(3810121812319950954^~(x|y)) + 18446744066237678246*((x&y)^(x^(y&3810121812319950954))),  3735936685*~x
3735936685*(~1163856348692203053&(x^z)) + 3735936685*(1163856348692203053^~(~x&(1163856348692203053^z))) + 14153723450749805643*(z&(x^1163856348692203053)) + 14153723454485742328*~(x^(1163856348692203053&z)) + 18446744066237678246*(~1163856348692203053|~(x^z)) + 4293020626695682658*~(x&~z),  3735936685*~x
18446744069973614931*~(x|~3902575839916534935) + 3735936685*(3902575839916534935^~(~x|(3902575839916534935^z))) + 3735936685*((x&3902575839916534935)^(3902575839916534935|z)) + 3735936685*(~x|(3902575839916534935&z)) + 18446744069973614931*(x|(3902575839916534935|z)),  3735936685*~x
3735936685*(~z&(x^5912914209056704635)) + 18446744069973614931*~(~x&(5912914209056704635|z)) + 18446744069973614931*(z^~(x|5912914209056704635)) + 3735936685*((x&5912914209056704635)|~(x^(5912914209056704635^z))) + 3735936685*(z|~(x|5912914209056704635)) + 18446744069973614931*(z|(x&~5912914209056704635)) + 3735936685*~(5912914209056704635&~z),  3735936685*~x
18446744069973614931*(2693584754043176634^(x|(y&2693584754043176634))) + 3735936685*~(x&y) + 3735936685*~(x&~y) + 18446744069973614931*(2693584754043176634^~(x|(y&2693584754043176634))),  3735936685*~x
7471873370*((x^5506175447795116345)&~(x^z)) + 7471873370*(~x&(~5506175447795116345|z)) + 18446744069973614931*~(x^(~5506175447795116345&z)) + 3735936685*(5506175447795116345&~(x&~z)) + 18446744069973614931*(z|~(x|~5506175447795116345)),  3735936685*~x
18446744069973614931*(6201826888907521926^~(x&(6201826888907521926^z))) + 7471873370*(6201826888907521926^(x|(~6201826888907521926|z))) + 3735936685*(6201826888907521926^~(x&(~6201826888907521926|z))) + 18446744069973614931*((x&z)|~(6201826888907521926|z)) + 18446744069973614931*((x&~6201826888907521926)|(x^(6201826888907521926^z))) + 3735936685*((x&z)^(x^(6201826888907521926&z))),  3735936685*~x
3735936685*((x|2893500914581207381)&(2893500914581207381^z)) + 18446744066237678246*(2893500914581207381^(~x&(2893500914581207381|z))) + 3735936685*(z^(~x&(2893500914581207381|z))) + 18446744066237678246*(2893500914581207381^(x&~z)) + 18679683425*~(x&~2893500914581207381) + 7471873370*(z|(x&~2893500914581207381)) + 18446744058765804876*(~x|(2893500914581207381|z)),  3735936685*~x
3735936685*~(x|y) + 3735936685*(~(x|~y)|~(x^(y^5396482879756213282))) + 3735936685*((y&5396482879756213282)|(~x&(y|5396482879756213282))) + 3735936685*(5396482879756213282&(x|y)) + 18446744069973614931*(5396482879756213282^~(x|y)) + 18446744069973614931*(y|5396482879756213282),  3735936685*~x
7471873370*(~z&(x^2332656179676930388)) + 18446744066237678246*~z + 18446744069973614931*((2332656179676930388&~z)|~(~x|(~2332656179676930388&z))) + 18446744066237678246*((x|~2332656179676930388)&(x^(2332656179676930388^z))) + 7471873370*(~z|~(x^2332656179676930388)) + 3735936685*(~(x^2332656179676930388)|(x^z)),  3735936685*~x
7471873370*((x^5768625966174681637)&~(x^z)) + 8789020886823289176*(5768625966174681637^(x|z)) + 9657723183150325755*((x&~5768625966174681637)|(5768625966174681637^z)) + 18446744069973614931*(5768625966174681637^(x|~z)) + 9657723190622199125*(5768625966174681637^~(~x&(5768625966174681637&z))) + 8789020883087352491*(~5768625966174681637|(x^z)) + 18446744066237678246*(x&z) + 7471873370*(x|(~5768625966174681637|z)),  3735936685*~x
18446744069973614931*~(8764836617156141562|z) + 18446744069973614931*(z^(x|(~8764836617156141562&z))) + 3735936685*(~z|(x^8764836617156141562)) + 18446744069973614931*(z^(~x&(8764836617156141562|z))) + 3735936685*~(x&(8764836617156141562^z)),  3735936685*~x
14943746740*((x&~235910715769521707)|(235910715769521707^z)) + 18446744062501741561*(235910715769521707^(x|(235910715769521707^z))) + 7471873370*(235910715769521707^~(~x&(235910715769521707&z))) + 7471873370*(235910715769521707^~(x&(~235910715769521707|z))) + 18446744058765804876*~(~x&(235910715769521707&z)) + 3735936685*(235910715769521707^(x&~z)) + 3735936685*(z^~(x|235910715769521707)),  3735936685*~x
6148914693727141662*(~(x&y)&(x^(y^560308177717988985))) + 6148914689991204977*(x&~y) + 6148914693727141662*(560308177717988985^(~x|(y&560308177717988985))) + 12297829383718346639*(~(x&~y)&~(x^(y^560308177717988985))) + 12297829379982409954*(x|~560308177717988985) + 12297829383718346639*(y^~(x|(y&560308177717988985))) + 12297829383718346639*((x^y)|~(x^560308177717988985)),  3735936685*~x
18446744069973614931*(4955586235161448224^~(~x&(4955586235161448224^z))) + 3735936685*(z^~(x&~4955586235161448224)) + 18446744062501741561*(4955586235161448224&~(x^z)) + 11207810055*(z^(~x|(~4955586235161448224&z))) + 18446744066237678246*(4955586235161448224^~(x|(~4955586235161448224&z))) + 3735936685*(~(x&~4955586235161448224)&(x^(4955586235161448224^z))) + 3735936685*((x&z)^(x^(4955586235161448224&z))),  3735936685*~x
7471873370*~(x|(~y|4935645535608303369)) + 18446744069973614931*(~4935645535608303369&(x^y)) + 3735936685*((x&4935645535608303369)^~(y&~4935645535608303369)),  3735936685*~x
12297829387454283324*(z^(~x|(360928574366246246|z))) + 12297829383718346639*(360928574366246246^(~x|(~360928574366246246|z))) + 6148914689991204977*((x^360928574366246246)&(x^z)) + 12297829383718346639*~(~x|(~360928574366246246&z)) + 12297829379982409954*~(x^(360928574366246246|z)) + 18446744069973614931*((x&360928574366246246)|~(360928574366246246|~z)) + 6148914689991204977*(x|360928574366246246) + 6148914697463078347*z,  3735936685*~x
13021231112392128011*((x^6944156412022617948)&~(x^z)) + 7595718151074704406*~(x&z) + 1085102593010672058*((x|~6944156412022617948)&~(6944156412022617948^z)) + 1085102593010672058*(6944156412022617948^~(x|(6944156412022617948^z))) + 14106333705402800069*(6944156412022617948^~(x&(~6944156412022617948|z))) + 15191436294677535442*((x&6944156412022617948)|(x^(6944156412022617948^z))) + 13021231108656191326*~(~x&(6944156412022617948|z)) + 10851025926370783895*(z&(x|6944156412022617948)),  3735936685*~x
10646609381323669794*~(~x|(y|1571869800322665763)) + 7800134688649945137*(1571869800322665763^(x|(y|1571869800322665763))) + 10646609388795543164*((x&1571869800322665763)^~(x^(y&1571869800322665763))) + 18446744069973614931*(x&(y|1571869800322665763)) + 10646609388795543164*(1571869800322665763^(x&~y)) + 10646609388795543164*~(~x&(y^1571869800322665763)) + 15600269373563953589*~(y&~1571869800322665763),  3735936685*~x
18446744069973614931*(x&(~3852039171065551023&z)) + 3735936685*(z^(x|~3852039171065551023)) + 7471873370*(~(x|~3852039171065551023)|(3852039171065551023^z)) + 3735936685*(z&~(x^3852039171065551023)) + 3735936685*((x&~3852039171065551023)|(x^(3852039171065551023^z))) + 3735936685*(3852039171065551023^~(~x|(3852039171065551023&z))) + 18446744062501741561*(x|(3852039171065551023|z)),  3735936685*~x
18446744062501741561*~z + 7471873370*(~(x&~2673322308921469504)&(2673322308921469504^z)) + 18679683425*(~(x&2673322308921469504)&~(2673322308921469504^z)) + 18446744051293931506*(x^(~2673322308921469504|z)) + 18446744047557994821*(x&(~2673322308921469504|z)) + 18679683425*(x|~2673322308921469504) + 7471873370*(2673322308921469504|(x&z)),  3735936685*~x
11207810055*(x&~z) + 7471873370*(7370635515983174317^~(x&~z)) + 18446744069973614931*(7370635515983174317^(x&(~7370635515983174317|z))) + 18446744066237678246*~(~x&(7370635515983174317&z)) + 3735936685*((7370635515983174317&z)|(~x&(7370635515983174317|z))) + 11207810055*(z^~(x|(7370635515983174317&z))) + 18446744066237678246*((x&7370635515983174317)|~(x^(7370635515983174317^z))),  3735936685*~x
3735936685*(3303185682834294965&(x^z)) + 5842597832764139508*~(x^(3303185682834294965&z)) + 18446744069973614931*(x&(3303185682834294965|z)) + 12604146244681348793*(z^~(x|(~3303185682834294965&z))) + 12604146240945412108*((x&z)^(x^(3303185682834294965&z))) + 5842597832764139508*(x|(3303185682834294965&z)),  3735936685*~x
3735936685*(~x&(~8217095203326579983&z)) + 3735936685*(8217095203326579983&~(x&z)) + 3735936685*(z^~(x&(8217095203326579983|z))) + 18446744069973614931*~(~x&(~8217095203326579983|z)),  3735936685*~x
13739037731733100325*~(~x|(y|3738421631118934870)) + 18446744069973614931*(3738421631118934870^(x|(~y&3738421631118934870))) + 3735936685*(~x|(y^3738421631118934870)) + 18446744069973614931*(x|(~y&3738421631118934870)) + 13739037727997163640*(y^(~x&(y^3738421631118934870))) + 4707706349448324661*(3738421631118934870^~(~x|(y&3738421631118934870))),  3735936685*~x
